Name,Operating System,MAC Address,Most recent discovery,Serial number,IP Address,Fully qualified domain name,Chassis type,Product instance identifier,Operational status,Host name,Assigned to,Domain,Object ID,IOS version
WS-IT148,Windows Server 2019 Standard,6D:59:2B:37:5B:93,,W8NTZIJ,10.1.10.218,ws-it148.corp.local,,7385ECE9-BA9C-49F5-8916-9C23DE0F236F,Operational,ws-it148,FABRIKAM\melissa.green,CORP,16713252.0,5.00.9049.1000
WS-IT199,Windows Server 2019 Standard,,30-03-2025 12:40,DELL17KNZLL,10.1.11.42,ws-it199.fabrikam.local,,138CFA00-363B-4829-AE37-22C96CB03A7B,Operational,ws-it199,FABRIKAM\john.floyd,FABRIKAM,16750247.0,
WS-IT199,Windows Server 2019 Standard,,28-03-2025 16:00,DELL17KNZLL,10.1.11.42,ws-it199.fabrikam.local,,138CFA00-363B-4829-AE37-22C96CB03A7B,Operational,ws-it199,FABRIKAM\john.floyd,FABRIKAM,16750247.0,
WS-IT236,Windows Server 2019 Standard,,28-03-2025 13:45,DELLZOO62DE,10.1.10.50,ws-it236.fabrikam.local,15.0,9E510371-BEB0-4A2C-A9D8-D9DDDCC073D2,Operational,ws-it236,FABRIKAM\robert.brown,FABRIKAM,16747250.0,5.00.9049.1000
WS-IT236,Windows Server 2019 Standard,,25-03-2025 18:54,DELLZOO62DE,10.1.10.50,ws-it236.fabrikam.local,15.0,9E510371-BEB0-4A2C-A9D8-D9DDDCC073D2,Operational,ws-it236,FABRIKAM\robert.brown,FABRIKAM,16747250.0,5.00.9049.1000
WS-IT264,Windows Server 2022 Standard,,,2OPFUFO,10.1.11.75,ws-it264.fabrikam.local,7.0,53FDDB0F-5AE7-4259-A53D-AC3D0EC59CBA,Operational,ws-it264,CORP\erin.miller,FABRIKAM,16709533.0,5.00.9049.1000
WS-IT264,Windows Server 2022 Standard,,,2OPFUFO,10.1.11.75,ws-it264.fabrikam.local,7.0,53FDDB0F-5AE7-4259-A53D-AC3D0EC59CBA,Operational,ws-it264,CORP\erin.miller,FABRIKAM,16709533.0,5.00.9049.1000
WS-IT316,Windows Server 2022 Standard,45:B3:90:E9:90:FB,31-03-2025 08:02,WHAHR6CO6G4B37MKKMIV,10.1.11.45,ws-it316.fabrikam.local,15.0,,Operational,ws-it316,CONTOSO\cody.evans,FABRIKAM,16747861.0,5.00.9040.1001
WS-IT316,Windows Server 2022 Standard,45:B3:90:E9:90:FB,28-03-2025 08:02,WHAHR6CO6G4B37MKKMIV,10.1.11.45,ws-it316.fabrikam.local,15.0,,Operational,ws-it316,CONTOSO\cody.evans,FABRIKAM,16747861.0,5.00.9040.1001
WS-IT323,Windows Server 2019 Standard,E4:3D:1D:AA:87:D7,25-03-2025 10:46,DELL7IDRSE2,10.1.10.48,ws-it323.corp.local,15.0,E56FBE87-FC55-4AD9-BA5A-BA2EC984327E,Operational,ws-it323,FABRIKAM\mathew.dixon,CORP,16700025.0,5.00.9040.1001
WS-IT323,Windows Server 2019 Standard,E4:3D:1D:AA:87:D7,23-03-2025 08:06,DELL7IDRSE2,10.1.10.48,ws-it323.corp.local,15.0,E56FBE87-FC55-4AD9-BA5A-BA2EC984327E,Operational,ws-it323,FABRIKAM\mathew.dixon,CORP,16700025.0,5.00.9040.1001
WS-IT420,Windows Server 2019 Standard,A5:FF:F7:5A:1E:DD,14-04-2025 19:41,DELLPYVMIN7,10.1.11.52,ws-it420.contoso.local,4.0,E0462367-5A50-4FF7-8283-C0B060F02E1E,Operational,ws-it420,FABRIKAM\daryl.acosta,CONTOSO,16702121.0,5.00.9040.1001
WS-IT420,Windows Server 2019 Standard,A5:FF:F7:5A:1E:DD,14-04-2025 19:41,DELLPYVMIN7,10.1.11.52,ws-it420.contoso.local,4.0,E0462367-5A50-4FF7-8283-C0B060F02E1E,Operational,ws-it420,FABRIKAM\daryl.acosta,CONTOSO,16702121.0,5.00.9040.1001
WS-IT456,Windows Server 2022 Standard,61:BB:39:6D:27:DD,16-04-2025 13:41,HPQVG0QGMMEN,,ws-it456.corp.local,5.0,E546EB49-12EF-421B-A5E5-C900CA4AE72C,Operational,ws-it456,CORP\kevin.vaughan,CORP,16743149.0,5.00.9049.1000
WS-IT456,Windows Server 2022 Standard,61:BB:39:6D:27:DD,11-04-2025 17:26,HPQVG0QGMMEN,,ws-it456.corp.local,5.0,E546EB49-12EF-421B-A5E5-C900CA4AE72C,Operational,ws-it456,CORP\kevin.vaughan,CORP,16743149.0,5.00.9049.1000
WS-IT478,Windows Server 2022 Standard,F9:82:9C:1F:BD:11,06-04-2025 10:59,968LFMV,10.1.10.146,ws-it478.contoso.local,6.0,BF84D51B-E83F-408D-919B-02B3150F0680,Operational,ws-it478,CONTOSO\john.lucas,CONTOSO,16752507.0,5.00.9049.1000
WS-IT478,Windows Server 2022 Standard,F9:82:9C:1F:BD:11,06-04-2025 10:59,968LFMV,10.1.10.146,ws-it478.contoso.local,6.0,BF84D51B-E83F-408D-919B-02B3150F0680,Operational,ws-it478,CONTOSO\john.lucas,CONTOSO,16752507.0,5.00.9049.1000
WS-IT495,Windows Server 2019 Standard,60:0E:85:FC:AE:51,23-04-2025 13:15,LENOVOPDGUPFVHBLRKDUB9KJ4D,10.1.11.44,ws-it495.corp.local,4.0,67519436-DA6D-4743-934C-5ADD8FFC8E00,Operational,ws-it495,CORP\victor.sullivan,CORP,16775649.0,5.00.9049.1000
WS-IT495,Windows Server 2019 Standard,60:0E:85:FC:AE:51,13-04-2025 18:41,LENOVOPDGUPFVHBLRKDUB9KJ4D,10.1.11.44,ws-it495.corp.local,4.0,67519436-DA6D-4743-934C-5ADD8FFC8E00,Operational,ws-it495,CORP\victor.sullivan,CORP,16775649.0,5.00.9049.1000
WS-IT695,Windows Server 2019 Standard,E5:4B:21:C3:B5:C0,26-03-2025 12:15,HP8835JNFAK7,,ws-it695.contoso.local,6.0,2C3D6B92-873E-4BFB-9F2E-246B7815ABAB,Operational,ws-it695,FABRIKAM\heidi.gilbert,CONTOSO,16789033.0,5.00.9049.1000
WS-IT695,Windows Server 2019 Standard,E5:4B:21:C3:B5:C0,23-03-2025 12:45,HP8835JNFAK7,,ws-it695.contoso.local,6.0,2C3D6B92-873E-4BFB-9F2E-246B7815ABAB,Operational,ws-it695,FABRIKAM\heidi.gilbert,CONTOSO,16789033.0,5.00.9049.1000
WS-IT713,Windows Server 2019 Standard,75:6D:AC:02:7C:29,24-04-2025 15:25,DELL2HU5WCL,10.1.10.49,ws-it713.contoso.local,17.0,CE08020D-F007-426B-8857-D72521DA3CD4,Operational,ws-it713,FABRIKAM\jeremy.dunn,CONTOSO,16718007.0,5.00.9049.1000
WS-IT713,Windows Server 2019 Standard,75:6D:AC:02:7C:29,20-04-2025 15:43,DELL2HU5WCL,10.1.10.49,ws-it713.contoso.local,17.0,CE08020D-F007-426B-8857-D72521DA3CD4,Operational,ws-it713,FABRIKAM\jeremy.dunn,CONTOSO,16718007.0,5.00.9049.1000
WS-IT715,Windows Server 2019 Standard,25:0F:16:EB:5F:72,01-04-2025 17:59,DELLTJOEI94,10.1.10.22,ws-it715.contoso.local,7.0,79EE5B81-3E31-4F0B-9340-72DD3275C348,Operational,ws-it715,FABRIKAM\carol.dennis,CONTOSO,16720265.0,5.00.9049.1000
WS-IT715,Windows Server 2019 Standard,25:0F:16:EB:5F:72,01-04-2025 17:59,DELLTJOEI94,10.1.10.22,ws-it715.contoso.local,7.0,79EE5B81-3E31-4F0B-9340-72DD3275C348,Operational,ws-it715,FABRIKAM\carol.dennis,CONTOSO,16720265.0,5.00.9049.1000
,Windows Server 2019 Standard,09:99:B2:84:32:67,,4J97RF64DR,10.1.10.128,ws-it476.fabrikam.local,5.0,,Operational,ws-it476,CORP\brian.anderson,FABRIKAM,16768851.0,5.00.9049.1000
,Windows Server 2019 Standard,09:99:B2:84:32:67,,4J97RF64DR,10.1.10.128,ws-it476.fabrikam.local,5.0,,Operational,ws-it476,CORP\brian.anderson,FABRIKAM,16768851.0,5.00.9049.1000
,Windows Server 2022 Standard,,24-03-2025 12:28,S5P1I60,,ws-it089.contoso.local,15.0,C190D2CB-F1A4-453B-9F51-08C837E7BD91,Operational,ws-it089,CORP\jordan.reyes,CONTOSO,16767408.0,5.00.9040.1001
,Windows Server 2022 Standard,,02-04-2025 17:34,VWSQR345BJ,10.1.21.115,lt-it263.contoso.local,8.0,DAC9E70D-9F49-45B5-B414-C28A11EC4C39,Operational,lt-it263,,CONTOSO,16766043.0,5.00.9049.1000
,Windows Server 2022 Standard,,,Z2NWD1V5AF,10.1.11.43,ws-it669.contoso.local,7.0,7C9C3E00-221D-4F26-8619-9637272786AF,Operational,ws-it669,FABRIKAM\alex.jones,CONTOSO,16766203.0,5.00.9049.1000
